,label,group,prediction
0,1.0,0.0,0.442541122437
1,1.0,0.0,0.786231577396
2,0.0,0.0,0.254024237394
3,0.0,0.0,0.388737112284
4,0.0,1.0,0.0961253941059
5,1.0,0.0,0.833068490028
6,1.0,0.0,0.873385131359
7,1.0,0.0,0.987515330315
8,1.0,0.0,0.984634697437
9,1.0,0.0,0.99482768774
10,0.0,0.0,1.02419044197e-05
11,1.0,1.0,0.953093111515
12,1.0,0.0,0.999988913536
13,1.0,0.0,0.699814975262
14,1.0,1.0,0.98060554266
15,1.0,0.0,0.722249805927
16,1.0,0.0,0.873635351658
17,0.0,0.0,0.276190966368
18,1.0,0.0,0.983841657639
19,0.0,1.0,0.350168257952
20,1.0,1.0,0.970189094543
21,1.0,0.0,0.960740745068
22,0.0,0.0,0.157427713275
23,1.0,1.0,0.998170375824
24,1.0,0.0,0.991856694221
25,0.0,1.0,0.67219722271
26,1.0,0.0,0.972072899342
27,0.0,0.0,0.221792563796
28,1.0,1.0,0.95845413208
29,0.0,1.0,0.98981243372
30,0.0,0.0,0.173012644053
31,0.0,0.0,0.684720039368
32,1.0,0.0,0.993310332298
33,0.0,0.0,0.0667550265789
34,1.0,1.0,0.996204197407
35,1.0,1.0,0.978730738163
36,1.0,0.0,0.983842015266
37,1.0,0.0,0.852794349194
38,1.0,0.0,0.925920784473
39,1.0,0.0,0.74495780468
40,1.0,0.0,0.999757349491
41,1.0,0.0,0.452392816544
42,1.0,0.0,0.997123420238
43,1.0,0.0,0.995739817619
44,1.0,1.0,0.698817789555
45,1.0,0.0,0.940269827843
46,1.0,0.0,0.385964155197
47,1.0,0.0,0.945181131363
48,1.0,1.0,0.992524683475
49,1.0,1.0,0.999011516571
50,1.0,1.0,0.893816411495
51,0.0,0.0,0.0824495404959
52,0.0,0.0,0.839103162289
53,1.0,1.0,0.920373797417
54,1.0,0.0,0.672026455402
55,1.0,1.0,0.716164767742
56,1.0,1.0,0.999524474144
57,1.0,0.0,0.999691724777
58,1.0,0.0,0.980537354946
59,0.0,0.0,0.753899037838
60,1.0,0.0,0.977966010571
61,1.0,0.0,0.99938929081
62,1.0,0.0,0.950572431087
63,1.0,1.0,0.993487477303
64,1.0,1.0,0.739104449749
65,1.0,0.0,0.998740494251
66,0.0,0.0,0.0206180568784
67,1.0,0.0,0.789377808571
68,0.0,0.0,0.423025220633
69,1.0,0.0,0.993023514748
70,1.0,0.0,0.999316096306
71,0.0,1.0,0.07203091681
72,0.0,0.0,0.0488229878247
73,1.0,1.0,0.988434672356
74,0.0,1.0,0.271364748478
75,0.0,0.0,0.194609940052
76,1.0,0.0,0.709374785423
77,0.0,0.0,0.984427630901
78,1.0,1.0,0.993812441826
79,1.0,0.0,0.819698035717
80,1.0,0.0,0.994184195995
81,1.0,0.0,0.709093689919
82,1.0,0.0,0.998852729797
83,1.0,0.0,0.764186263084
84,1.0,0.0,0.998626828194
85,1.0,1.0,0.930086672306
86,0.0,0.0,0.32239356637
87,1.0,0.0,0.647519886494
88,0.0,0.0,0.0147339226678
89,0.0,1.0,0.170535713434
90,1.0,1.0,0.999882936478
91,1.0,1.0,0.993265986443
92,1.0,1.0,0.994569957256
93,1.0,1.0,0.963299572468
94,1.0,0.0,0.967727899551
95,1.0,1.0,0.990603089333
96,0.0,0.0,0.96610891819
97,1.0,0.0,0.533041536808
98,1.0,1.0,0.983712255955
99,0.0,0.0,0.0749726295471
100,1.0,1.0,0.999458491802
101,0.0,1.0,0.307475417852
102,1.0,0.0,0.582196891308
103,1.0,0.0,0.804076910019
104,1.0,0.0,0.659832954407
105,1.0,0.0,0.987949609756
106,1.0,1.0,0.744472146034
107,1.0,0.0,0.921243965626
108,0.0,0.0,0.650745630264
109,1.0,0.0,0.898088216782
110,1.0,1.0,0.992689311504
111,1.0,1.0,0.980147719383
112,1.0,1.0,0.999309301376
113,0.0,0.0,0.114846967161
114,1.0,1.0,0.716641247272
115,1.0,1.0,0.990286409855
116,1.0,1.0,0.98495054245
117,1.0,0.0,0.578171253204
118,0.0,0.0,0.336239218712
119,0.0,1.0,0.925512969494
120,0.0,0.0,0.797079920769
121,1.0,0.0,0.79440933466
122,1.0,0.0,0.748530328274
123,1.0,0.0,0.999759733677
124,1.0,0.0,0.893140614033
125,0.0,0.0,0.16039480269
126,1.0,1.0,0.966947853565
127,0.0,0.0,0.873100817204
128,1.0,0.0,0.999491095543
129,1.0,0.0,0.951825320721
130,1.0,1.0,0.976766586304
131,1.0,1.0,0.992188930511
132,1.0,0.0,0.995973885059
133,1.0,0.0,0.749030411243
134,1.0,0.0,0.519082009792
135,1.0,0.0,0.999169230461
136,1.0,1.0,0.98337328434
137,0.0,0.0,0.0423899181187
138,1.0,0.0,0.992843687534
139,0.0,0.0,0.375873833895
140,1.0,1.0,0.591388404369
141,1.0,0.0,0.672495424747
142,0.0,0.0,0.944724977016
143,1.0,1.0,0.999676346779
144,1.0,1.0,0.999929904938
145,1.0,0.0,0.989314317703
146,0.0,0.0,0.371194332838
147,1.0,0.0,0.996260941029
148,0.0,0.0,0.828267991543
149,1.0,0.0,0.997495830059
150,0.0,0.0,0.78349673748
151,1.0,1.0,0.842235386372
152,1.0,0.0,0.882737994194
153,1.0,0.0,0.957745432854
154,1.0,1.0,0.99915099144
155,1.0,0.0,0.940094053745
156,1.0,0.0,0.945076346397
157,1.0,0.0,0.270798504353
158,1.0,0.0,0.998998343945
159,1.0,0.0,0.716618180275
160,1.0,0.0,0.99928766489
161,1.0,0.0,0.877119719982
162,0.0,0.0,0.0567134618759
163,1.0,0.0,0.929035365582
164,0.0,0.0,0.564125776291
165,1.0,1.0,0.956652224064
166,1.0,1.0,0.937524139881
167,1.0,0.0,0.973127961159
168,1.0,0.0,0.631982684135
169,1.0,0.0,0.992035090923
170,1.0,0.0,0.482964485884
171,1.0,0.0,0.99864166975
172,0.0,0.0,0.783685266972
173,0.0,0.0,0.654964029789
174,1.0,0.0,0.707646608353
175,1.0,0.0,0.997455537319
176,1.0,1.0,0.995016992092
177,1.0,1.0,0.970389068127
178,1.0,0.0,0.567239522934
179,0.0,0.0,0.221649572253
180,1.0,0.0,0.880389273167
181,1.0,0.0,0.810219228268
182,0.0,0.0,0.0734655484557
183,0.0,0.0,0.478393435478
184,1.0,1.0,0.941752552986
185,1.0,0.0,0.345517337322
186,1.0,0.0,0.999076128006
187,1.0,0.0,0.940581202507
188,1.0,0.0,0.0723177790642
189,1.0,1.0,0.999081611633
190,1.0,0.0,0.858729422092
191,0.0,0.0,0.682196199894
192,1.0,1.0,0.975512862206
193,1.0,0.0,0.0546228736639
194,1.0,0.0,0.970351576805
195,1.0,0.0,0.997715950012
196,1.0,0.0,0.996691346169
197,1.0,0.0,0.931770443916
198,1.0,1.0,0.999831438065
199,1.0,0.0,0.406757026911
200,0.0,0.0,0.261824965477
201,1.0,1.0,0.958776712418
202,1.0,1.0,0.914407610893
203,1.0,0.0,0.545930325985
204,1.0,1.0,0.997297108173
205,1.0,1.0,0.923507153988
206,1.0,0.0,0.732653975487
207,1.0,1.0,0.987381637096
208,0.0,0.0,0.0978908762336
209,1.0,1.0,0.939675807953
210,1.0,0.0,0.733758032322
211,1.0,0.0,0.61937469244
212,1.0,0.0,0.81538528204
213,1.0,0.0,0.680817067623
214,1.0,0.0,0.288544356823
215,1.0,0.0,0.931290745735
216,1.0,1.0,0.980387926102
217,1.0,0.0,0.997950851917
218,1.0,0.0,0.957067549229
219,0.0,1.0,0.0196256414056
220,1.0,1.0,0.973725259304
221,1.0,0.0,0.549677193165
222,1.0,0.0,0.925688743591
223,1.0,0.0,0.919208943844
224,1.0,0.0,0.996331870556
225,1.0,0.0,0.898303985596
226,1.0,0.0,0.979988992214
227,1.0,0.0,0.999920487404
228,0.0,0.0,0.473024874926
229,1.0,1.0,0.936833739281
230,1.0,1.0,0.987471759319
231,1.0,0.0,0.999732673168
232,1.0,0.0,0.954069137573
233,0.0,1.0,0.932522237301
234,1.0,0.0,0.703285634518
235,1.0,0.0,0.607110500336
236,1.0,1.0,0.883439302444
237,1.0,1.0,0.684474766254
238,1.0,1.0,0.970668017864
239,1.0,0.0,0.97835278511
240,1.0,1.0,0.965059399605
241,1.0,1.0,0.997811257839
242,1.0,1.0,0.996508419514
243,1.0,1.0,0.969389677048
244,0.0,0.0,0.153405338526
245,1.0,0.0,0.974371731281
246,1.0,0.0,0.4513476789
247,0.0,1.0,0.788066506386
248,0.0,0.0,0.328605026007
249,0.0,0.0,0.946083247662
250,1.0,0.0,0.964919090271
251,1.0,1.0,0.98236644268
252,1.0,0.0,0.976182639599
253,1.0,1.0,0.999014616013
254,1.0,0.0,0.246009647846
255,1.0,1.0,0.92668902874
256,1.0,0.0,0.916567265987
257,1.0,0.0,0.978584945202
258,1.0,1.0,0.815357387066
259,1.0,0.0,0.765725851059
260,1.0,1.0,0.999107778072
261,0.0,0.0,0.070023663342
262,1.0,0.0,0.966860234737
263,0.0,0.0,0.673196554184
264,1.0,0.0,0.701238334179
265,0.0,0.0,0.0408124513924
266,1.0,0.0,0.960627555847
267,1.0,0.0,0.756720304489
268,0.0,0.0,0.397919893265
269,1.0,1.0,0.808012366295
270,1.0,1.0,0.976087331772
271,1.0,1.0,0.997359573841
272,1.0,1.0,0.732762098312
273,1.0,0.0,0.73822426796
274,1.0,1.0,0.996766090393
275,0.0,0.0,0.0179340075701
276,1.0,0.0,0.418204635382
277,1.0,0.0,0.574803590775
278,1.0,1.0,0.641206741333
279,1.0,1.0,0.983589828014
280,1.0,1.0,0.991138756275
281,0.0,0.0,0.608934521675
282,1.0,0.0,0.83440297842
283,0.0,0.0,0.702959537506
284,1.0,1.0,0.65226995945
285,0.0,0.0,0.537513077259
286,0.0,0.0,0.284098297358
287,1.0,0.0,0.999292969704
288,1.0,0.0,0.994699597359
289,1.0,1.0,0.967583119869
290,1.0,1.0,0.983781099319
291,1.0,0.0,0.986094355583
292,1.0,0.0,0.997510194778
293,1.0,0.0,0.735281705856
294,1.0,1.0,0.878934621811
